dc.title[pt_BR],dc.identifier.uri,dc.date.issued[pt]
Um novo olhar sobre os cursos de formação de professores,http://repositorio.unb.br/handle/10482/6272,2003
El impacto de la justicia electoral sobre el sistema político brasileño,http://repositorio.unb.br/handle/10482/17480,2009
"Estudo da vegetação relacionada com a alimentação do ""pacu"" (Colossoma mitrei-berg(1895) no Pantanal Mato-grossense",http://repositorio.unb.br/handle/10482/16315,1988
Modeling deforestation in the state of Rondônia,https://repositorio.unb.br/handle/10482/36654,2019
Vertentes da historiografia e da crítica de Brasília,https://repositorio.unb.br/handle/10482/40347,2021-02
A terapia medicamentosa no idoso : cuidados na medicação,http://repositorio.unb.br/handle/10482/11717,2005-04
Análise econométrica do mercado de madeira em tora  para o processamento mecânico no Estado do Paraná,http://repositorio.unb.br/handle/10482/10159,2009-12
O corpo que escreve : considerações conceituais sobre aquisição da escrita,http://repositorio.unb.br/handle/10482/28509,2012
"O representante como protetor : incursões na representação política ""vista de baixo""",http://repositorio.unb.br/handle/10482/21407,2012-06
Identification of vector species (Diptera: Simuliidae) of human onchocerciasis in the Amazonia focus of Brazil and Venezuela,http://repositorio.unb.br/handle/10482/25130,1987-12
Crise e perspectivas do poder legislativo,http://repositorio.unb.br/handle/10482/22517,1983-07
Privilégios de gênero e acesso ao discurso acadêmico no campo das ciências criminais,http://repositorio.unb.br/handle/10482/33700,2018
New genus of trichomatous coelomycete on Myrcia fenzliana from the Brazilian Cerrado,https://repositorio.unb.br/handle/10482/40428,2020-12-17
Existence of least energy positive and nodal solutions for a quasilinear Schrödinger problem with potentials vanishing at infinity,https://repositorio.unb.br/handle/10482/45002,2021-09-01
Desempenho de bovinos Tabapuã e seus cruzados em pastagens de braquiária no estado da Bahia,http://repositorio.unb.br/handle/10482/29179,2014
HacKaTHON FGA UnB – softwares solidários de combate ao covid-19,https://repositorio.unb.br/handle/10482/41198,2020-11
The transcriptome analysis of early morphogenesis in Paracoccidioides brasiliensis mycelium reveals novel and induced genes potentially associated to the dimorphic process,http://repositorio.unb.br/handle/10482/12628,2007
30 anos de dinâmica espaço-temporal (1984-2015) da região de influência do Parque Nacional da Chapada dos Veadeiros – Goiás,https://repositorio.unb.br/handle/10482/42799,2018-08-13
Family meal frequency and its association with food consumption and nutritional status in adolescents : a systematic review,http://repositorio.unb.br/handle/10482/51464,2020-09-18
"Cross-cultural adaptation, face validity and reliability of the Model of Human Occupation Screening Tool to Brazilian Portuguese",https://repositorio.unb.br/handle/10482/36705,2019
"Espaço, tempo e estruturas das teorias do movimento",https://repositorio.unb.br/handle/10482/36548,2019
Association of the new zero‑tolerance drinking and driving law with hospitalization rate due to road trafc injuries in Brazil,https://repositorio.unb.br/handle/10482/43475,2022-03-31
Classificação do uso e cobertura da terra utilizando imagens SAR/Sentinel 1 no Distrito Federal,https://repositorio.unb.br/handle/10482/41712,2021-02
Estimativa quantitativa da resposta à clortetraciclina em um caso grave de disenteria por Balantidium coli,http://repositorio.unb.br/handle/10482/24978,1977-03
Informação científica e tecnológica : a WEB e a teia da vida,http://repositorio.unb.br/handle/10482/586http://repositorio.unb.br/handle/10482/586,2007-06
O estudo de impacto de vizinhança (EIV) como estratégia de requalifcação urbana : o caso do Distrito Federal,https://repositorio.unb.br/handle/10482/42884,2015-08-25
Gravitational and magnetic separation in self-assembled clay-ferrofluid nanocomposites,http://repositorio.unb.br/handle/10482/5764,2009
Índice de Controle Ambiental das Unidades de Conservação do Maranhão,https://repositorio.unb.br/handle/10482/35970,2018-12
Os efeitos da aprendizagem psicomotora no controle das  atividades de locomoção sobre obstáculos em crianças com  deficiência da visão,http://repositorio.unb.br/handle/10482/6225,2007-12
Diretrizes para digitalizar e conservar os suportes de som,http://repositorio.unb.br/handle/10482/6170,2009
"Variações na riqueza e na diversidade de espécies arbustivas e arbóreas no período de 14 anos em uma Floresta de Vale, Mato Grosso, Brasil",http://repositorio.unb.br/handle/10482/24373,2014-01
Os processos comunicacionais na política de formação de professores a distância,http://repositorio.unb.br/handle/10482/29721,2015-01
Comportamento de cavalos estabulados do exército brasileiro em Brasília,http://repositorio.unb.br/handle/10482/7004,2006-07
"Transplantation of nest of amazonian turtle Podocnemis expansa (Schweigger, 1812)",http://repositorio.unb.br/handle/10482/51467,2020-12-16
"Processo sucessório em empresas familiares : uma leitura comunicacional, a partir do pensamento sistêmico",http://repositorio.unb.br/handle/10482/47701,2023-08-11
"Latin American Federative Variables for ICT and development research : a comparison between Argentina, Brazil, Chile, Colombia, Mexico, Peru, Uruguay, and Venezuela",http://repositorio.unb.br/handle/10482/34235,2014
A Project-based Learning curricular approach in a Production Engineering Program,http://repositorio.unb.br/handle/10482/30705,2017
A educação infantil como direito : uma dimensão da materialização das políticas para a infância,http://repositorio.unb.br/handle/10482/20660,2013
Tailored smartphone intervention to promote healthy eating among Brazilian adolescents : a randomised controlled trial protocol,https://repositorio.unb.br/handle/10482/39795,2020-10
"Spatialization of climate, physical and socioeconomic factors  that affect the dairy goat production in Brazil and their impact  on animal breeding decisions",http://repositorio.unb.br/handle/10482/12479,2012-11
Disfunção sexual em pacientes com psoríase e artrite psoriásica : uma revisão sistemática,http://repositorio.unb.br/handle/10482/28495,2012-12
Evidence of apomixis in cassava  (Manihot esculenta Crantz),http://repositorio.unb.br/handle/10482/25479,1998
Brazilian school feeding during the COVID-19 pandemic,https://repositorio.unb.br/handle/10482/38063,2020-06-17
"Predação oportunista de Artibeus planirostris (Spix, 1823) e Carollia perspicillata (Linnaeus, 1758) (Chiroptera, Phyllostomidae) por marsupiais e anuro na APA do Rio Curiaú, Amapá, Brasil",http://repositorio.unb.br/handle/10482/27962,2011
Pessoas com deficiência : nossa maior minoria,http://repositorio.unb.br/handle/10482/27287,2008
Avaliação da eficácia anestésica do Morpheus® através da técnica intrasseptal CaZOE na pulpotomia de dentes decíduos : estudo-piloto,http://repositorio.unb.br/handle/10482/30864,2017-05
"“Amamentar não é sobre amor, é sobre trabalho e saúde pública” : leituras de um lactivismo brasileiro e sua interface com os direitos sexuais e reprodutivos contemporâneos",http://repositorio.unb.br/handle/10482/52400,2025-01-27
Percepções sobre o Programa Bolsa Família na sociedade brasileira,http://repositorio.unb.br/handle/10482/27527,2009-11
Evolução do quantitativo de nutricionistas na atenção básica do Brasil : a contribuição dos Núcleos de Apoio à Saúde da Família e da Estratégia Saúde da Família de 2007 a 2013,http://repositorio.unb.br/handle/10482/29813,2015-07
"Postharvest quality and functional compounds in ""dedo-de-moça"" 'BRS Mari' pepper fruit at different stages of maturity",http://repositorio.unb.br/handle/10482/30238,2016-08
Atitudes ante produtos bancários: a visão dos funcionários||Attitudes toward bank products: the employee's perspective,http://repositorio.unb.br/handle/10482/27388,2008
Dimensioning of nursing professionals : implications for the work process in the family health strategy,https://repositorio.unb.br/handle/10482/36470,2019
Hybrid search methodology for mechanical characterization of material produced via WAAM assuming Gurson porous material,http://repositorio.unb.br/handle/10482/50317,2024
Silicon application as an auxiliary method to control diamondback moth in cabbage plants,https://repositorio.unb.br/handle/10482/36309,2019-12
Numerical study of aerodynamic coefficients of a ground vehicle,https://repositorio.unb.br/handle/10482/42821,2020-12-31
Avaliação de risco de violência em Psiquiatria Forense,http://repositorio.unb.br/handle/10482/26190,2004
A formação dos profissionais da educação no contexto da inovação pedagógica,https://repositorio.unb.br/handle/10482/43295,2012-04-03
Mídia e representação política feminina : hipóteses de pesquisa,http://repositorio.unb.br/handle/10482/7132,2009-06
"Analyzing diets’ contribution to greenhouse gas emissions in Brasilia, Brazil",http://repositorio.unb.br/handle/10482/47609,2023-04-03
Host preferences shown by Drosophilids (Diptera) in a commercial fruit and vegetable distribution center follow the wild neotropical pattern,http://repositorio.unb.br/handle/10482/46670,2023-04-11
Legitimacy accounts no debate sobre a reforma dos tribunais de contas brasileiros,https://repositorio.unb.br/handle/10482/36483,2019
Environmental effects of hydropower reservoirs on wild mammals and freshwater turtles in Amazonia : a review,http://repositorio.unb.br/handle/10482/10256,2011
Afrofuturismo na Tarifa Zero,http://repositorio.unb.br/handle/10482/50341,2022
O aproveitamento de resíduos literários no Grande Sertão,http://repositorio.unb.br/handle/10482/2568,2008
Antropologia e água : perspectivas plurais,https://repositorio.unb.br/handle/10482/44235,2018-02-21
Framework to manage suppliers for strategic alliances with a multicriteria method,http://repositorio.unb.br/handle/10482/29702,2015-07
Seminário e método entre historiadores que visitaram a Alemanha (1877 - 1909),http://repositorio.unb.br/handle/10482/30737,2017-08
A colorimetria aplicada como instrumento na elaboração de uma tabela de cores de madeira,http://repositorio.unb.br/handle/10482/10497,2001-09
The co-production of innovation : a case study in a rehabilitation hospital,http://repositorio.unb.br/handle/10482/30381,2016-07
Poemas entre músicas : dialogia melopoética e(m) uma didática contemporânea,http://repositorio.unb.br/handle/10482/9172,2011-01
A representação social do aluno com deficiência na educação inclusiva : o olhar das crianças,http://repositorio.unb.br/handle/10482/23439,2011-07
Discurso e protagonismo : população em situação de rua na produção discursiva de O Trecheiro,http://repositorio.unb.br/handle/10482/30903,2017-12
Comparação entre as curvas de crescimento do Centers for Disease Control and Prevention e da Organização Mundial da Saúde para lactentes com idade de seis a 12 meses,http://repositorio.unb.br/handle/10482/13951,2010-10
Fontes : dois contextos expositivos para a incomensurabilidade,http://repositorio.unb.br/handle/10482/15884,2003-04
Individual and socioeconomic contextual factors associated with obesity in Brazilian adolescents : VigiNUTRI Brasil,http://repositorio2.unb.br/jspui/handle/10482/46401,2022-12-27
Prevalência de fatores de risco para a síndrome da apnéia obstrutiva do sono em motoristas de ônibus interestadual,http://repositorio.unb.br/handle/10482/5649,2006
